IATA Code,Name,Country
SNL,Shawnee Municipal,United States
XFM,Shawnigan Railway Station,Canada
SGP,Shay Gap,Australia
YAW,Shearwater,Canada
YSX,Shearwater,Canada
SMU,Sheep Mountain,United States
ZFG,Sheffield Bus Station,United Kingdom
SGA,Sheghnan,Afghanistan
SBX,Shelby,United States
SXP,Sheldon Sea Plane Base,United States
SYA,Shemya AFB,United States
SHD,Shenandoah Valley Airport,United States
HPG,Shennongjia Hongping Airport,China
SHE,Shenyang Taoxian International Airport,China
SZX,Shenzhen Bao'an International Airport,China
SPS,Sheppard AFB,United States
SHT,Shepparton,Australia
YSC,Sherbrooke,Canada
SVO,Sheremetyevo International Airport,Russia
SHR,Sheridan,United States
CSM,Sherman,United States
FLV,Sherman AAF,United States
JSN,Sherman Oaks Heliport,United States
PWD,Sherwood,United States
SDZ,Shetland Islands Metropolitan Area,United Kingdom
DDR,Shigatse Tingri Airport,China
SHF,Shihezi Huayuan Airport,China
SJW,Shijiazhuang Daguocun Airport,China
LCT,Shijiazhuang Luancheng Airport,China
HIL,Shillavo,Ethiopia
SHL,Shillong Airport,India
YLO,Shilo,Canada
SHI,Shimojishima,Japan
OAH,Shindand Air Base,Afghanistan
SHY,Shinyanga,Tanzania
SHM,Shirahama Airport,Japan
SYZ,Shiraz International Airport,Iran
SAG,Shirdi,India
SYC,Shiringayoc,Peru
NKT,Shirnak,Turkey
SHH,Shishmaref Airport,United States
SAA,Shively Field,United States
WDS,Shiyan Wudangshan Airport,China
FSZ,Shizuoka Airport,Japan
HCB,Shoal Cove,United States
SSE,Sholapur,India
SYO,Shonai Airport,Japan
ESH,Shoreham,United Kingdom
SOW,Show Low Airport,United States
DTN,Shreveport Downtown,United States
SHV,Shreveport Regional Airport,United States
JAE,Shumba Airport,Peru
ZAS,Shunde Ferry,China
SHG,Shungnak Airport,United States
CIT,Shymkent Airport,Kazakhstan
SKT,Sialkot Airport,Pakistan
SXA,Sialum,Papua New Guinea
SSV,Siasi,Philippines
SSS,Siassi,Papua New Guinea
SQQ,Siauliai International Airport,Lithuania
SBQ,Sibi,Pakistan
SIW,Sibisa,Indonesia
SIB,Sibiti,Republic of the Congo
SBZ,Sibiu Airport,Romania
SBW,Sibu Airport,Malaysia
ICO,Sicogon Island,Philippines
SQK,Sidi Barani,Egypt
BFW,Sidi Belabbes,Algeria
SII,Sidi Ifni,Morocco
SNY,Sidney,United States
SXY,Sidney,United States
ZPY,Siegburg Railway Station,Germany
SGE,Siegerland Airport,Germany
REP,Siem Reap International Airport,Cambodia
SAY,Siena,Italy
SGV,Sierra Grande,Argentina
MZO,Sierra Maestra Airport,Cuba
ZKO,Sierre/Siders Railway Station,Switzerland
GIU,Sigiriya Slaf Base,Sri Lanka
SIJ,Siglufjordur,Iceland
SZJ,Siguanea,Cuba
GII,Siguiri,Guinea
KOS,Sihanouk International Airport,Cambodia
SXZ,Siirt Airport,Turkey
KSS,Sikasso,Mali
JSD,Sikorsky Heliport,United States
SIL,Sila,Papua New Guinea
LLJ,Silampari Airport,Indonesia
SIH,Silgadi Doti,Nepal
SLS,Silistra,Bulgaria
XAH,Silkeborg Railway Station,Denmark
SWR,Silur,Papua New Guinea
SYF,Silva Bay,Canada
SVK,Silver Creek,Belize
SSP,Silver Plains,Australia
ASU,Silvio Pettirossi International Airport,Paraguay
SMJ,Sim,Papua New Guinea
SGG,Simanggang,Malaysia
SIF,Simara,Nepal
SIM,Simbai,Papua New Guinea
NIS,Simberi,Papua New Guinea
SMY,Simenti,Senegal
SIP,Simferopol International Airport,Crimea
IMK,Simikot,Nepal
SLV,Simla,India
FBG,Simmons AAF,United States
CCS,Simon Bolivar International Airport,Venezuela
SMR,Simon Bolivar International Airport,Colombia
NLA,Simon Mwansa Kapwepwe International Airport,Zambia
MIQ,Simón Bolívar International,United States
NKD,Sinak,Indonesia
CNL,Sindal,Denmark
SDW,Sindhudurg Airport,India
SIE,Sines,Portugal
SGB,Singaua,Papua New Guinea
SIX,Singleton,Australia
OPS,Sinop Airport,Brazil
SIC,Sinop Airport,Panama
NOP,Sinop Airport - Turkey,Turkey
XSO,Siocon,Philippines
SIR,Sion,Switzerland
FSD,Sioux Falls Regional Airport (Joe Foss Field),United States
SUX,Sioux Gateway Airport,United States
YXL,Sioux Lookout Airport,Canada
SPT,Sipitang,Malaysia
RKO,Sipora,Indonesia
XSB,Sir Bani Yas Island Airport,United Arab Emirates
MRU,Sir Seewoosagur Ramgoolam International Airport,Mauritius
GBE,Sir Seretse Khama International Airport,Botswana
XOQ,Sira Railway Station,Norway
SYJ,Sirjan,Iran
SXI,Sirri Island,Iran
SIS,Sishen Airport,South Africa
JHS,Sisimiut Airport,Greenland
DTB,Sisingamangaraja XII International Airport,Indonesia
SIY,Siskiyou County,United States
SIZ,Sissano,Papua New Guinea
JSH,Sitia Airport,Greece
SWY,Sitiawan,Malaysia
SIT,Sitka Airport,United States
SKJ,Sitkinak Cgs,United States
SIU,Siuna,Nicaragua
VAS,Sivas Airport,Turkey
SEW,Siwa,Egypt
SWE,Siwea,Papua New Guinea
MVW,Skagit Regional,United States
SGY,Skagway Municipal,United States
KDU,Skardu Airport,Pakistan
SKM,Skeldon,Guyana
SFT,Skelleftea Airport,Sweden
YVS,Ski Railway Station,Norway
JSI,Skiathos Airport,Greece
SKE,Skien,Norway
SKI,Skikda,Algeria
SKU,Skiros Airport,Greece
SQW,Skive Airport,Denmark
ZKN,Skive Railway Station,Denmark
SKP,Skopje Alexander the Great Airport,North Macedonia
XUR,Skoppum Railway Station,Norway
KVB,Skovde,Sweden
SZK,Skukuza Airport,South Africa
OBK,Sky Harbor,United States
PYS,Skypark,United States
SRU,Skypark,United States
YSS,Slate Island,Canada
YZH,Slave Lake,Canada
NSL,Slayton Municipal,United States
SLQ,Sleetmute,United States
SLD,Sliac,Slovakia
SXL,Sligo,Ireland
ZSL,Sligo Bus Station,Ireland
ISN,Sloulin Field International Airport,United States
SMW,Smara,Morocco
MAC,Smart,United States
QZC,Smiggin Holes Bus Station,Australia
SCJ,Smith Cove,United States
YSH,Smith Falls,Canada
SLG,Smith Field,United States
SMD,Smith Field,United States
SHU,Smith Point,Australia
INT,Smith-Reynolds Airport,United States
YYD,Smithers Airport,Canada
SIO,Smithton,Australia
LNX,Smolensk,Russia
MQY,Smyrna,United States
SNB,Snake Bay,Australia
YXF,Snake River,Canada
YNX,Snap Lake,Canada
YFJ,Snare Lake,Canada
XUS,Snartemo Railway Station,Norway
PAE,Snohomish County - Paine Field,United States
OOM,Snowy Mountains Airport,Australia
DWB,Soalala,Madagascar
SOA,Soc Trang,Vietnam
AER,Sochi International Airport,Russia
ONM,Socorro,United States
SCT,Socotra,Yemen
SOT,Sodankyla,Finland
SXU,Soddu,Ethiopia
JSO,Sodertalje Heliport,Sweden
XEZ,Sodertalje S Railway,Sweden
CGK,Soekarno-Hatta International Airport,Indonesia
XOO,Soelden Bus Station,Austria
UTC,Soesterberg,Netherlands
SOF,Sofia Airport,Bulgaria
SOG,Sogndal Airport,Norway
OHS,Sohar Airport,Oman
KMW,Sokerkino,Russia
SKO,Sokoto,Nigeria
SLH,Sola,Vanuatu
SQF,Solano,Colombia
SXQ,Soldotna,United States
SOZ,Solenzara,France
ZIO,Solingen Hbf Railway Station,Germany
SOH,Solita,Colombia
SOL,Solomon,United States
ZKS,Solothurn Railway Station,Switzerland
CSH,Solovky,Russia
XYU,Solvesborg,Sweden
SLI,Solwezi,Zambia
IXW,Sonari,India
QSG,Sonderborg,Denmark
SGD,Sonderborg Airport,Denmark
DSO,Sondok,North Korea
SGX,Songea,Tanzania
SGZ,Songkhla,Thailand
ZSG,Sonneberg Hbf Railway Station,Germany
STS,Sonoma County Airport,United States
SPH,Sopu,Papua New Guinea
XJO,Soria Bus Station,Spain
SOJ,Sorkjosen Airport,Norway
SOD,Sorocaba,Brazil
SOQ,Sorong Airport,Indonesia
SQG,Sorong Airport,Indonesia
SRT,Soroti,Uganda
RRO,Sorrento,Italy
XQS,Sotkamo Bus Station,Finland
SOE,Souanke,Republic of the Congo
SFK,Soure,Brazil
TZN,South Andros,Bahamas
ELD,South Arkansas Regional Airport,United States
SBN,South Bend Regional,United States
GEY,South Big Horn County,United States
ZMH,South Cariboo Regional Airport,Canada
RSD,South Eleuthera Airport,Bahamas
ZGL,South Galway,Australia
XSI,South Indian Lake,Canada
TVL,South Lake Tahoe,United States
SOI,South Molle Island,Australia
WSN,South Naknek,United States
BRO,South Padre Island International Airport,United States
ZFL,South Trout Lake,Canada
SWJ,South West Bay,Vanuatu
NZW,South Weymouth,United States
SOU,Southampton Airport,United Kingdom
KIW,Southdowns,Zambia
VCV,Southern California Logistics,United States
SQC,Southern Cross,Australia
MDH,Southern Illinois,United States
BCS,Southern Seaplane,United States
SHQ,Southport,Australia
RSW,Southwest Florida International Airport,United States
ABY,Southwest Georgia Regional Airport,United States
OTH,Southwest Oregon Regional Airport,United States
OVS,Sovetsky Airport,Russia
SZA,Soyo Airport,Angola
TIX,Space Coast Regional,United States
SPM,Spangdahlem,Germany
SWL,Spanish Wells,Bahamas
SVW,Sparrevohn AFS,United States
SAR,Sparta Community,United States
SPA,Spartanburg Downtown Memorial,United States
EXI,SPB,United States
FNR,SPB,United States
HWI,SPB,United States
HYL,SPB,United States
KAE,SPB,United States
KCN,SPB,United States
KIB,SPB,United States
KKB,SPB,United States
KKI,Spb,United States
KTH,SPB,United States
MTM,SPB,United States
PMU,SPB,United States
PSQ,SPB,United States
SCM,SPB,United States
SPB,SPB,U.S. Virgin Islands
SSB,SPB,U.S. Virgin Islands
WHD,SPB,United States
WMK,SPB,United States
WSB,SPB,United States
WYB,SPB,United States
MUL,Spence,United States
SPW,Spencer Municipal,United States
RTL,Spirit Lake,United States
SUS,Spirit of St. Louis Airport,United States
OIL,Splane Memorial,United States
SPU,Split Airport,Croatia
GEG,Spokane International Airport,United States
MLW,Sprigg Payne,Liberia
SCG,Spring Creek,Australia
YSQ,Spring Island,Canada
YBW,Springbank,Canada
SBU,Springbok,South Africa
SPZ,Springdale Municipal,United States
SGH,Springfield,United States
ZSF,Springfield Railway Station,United States
SGF,Springfield-Branson National Airport,United States
AXP,Springpoint Airport,Bahamas
KSV,Springvale,Australia
ZVG,Springvale,Australia
YSE,Squamish,Canada
YSZ,Squirrel Cove,Canada
SEK,Srednekolymsk Airport,Russia
ATQ,Sri Guru Ram Dass Jee International Airport,India
SXR,Srinagar International Airport,India
YAY,St Anthony,Canada
ANT,St Anton,Austria
XOV,St Anton Bus Station,Austria
PLR,St Clair County,United States
PHN,St Clair County International,United States
SCP,St Crepin,France
SFC,St Francois,Guadeloupe
QGL,St Gallen Railway Station,Switzerland
SGO,St George,Australia
HLS,St Helens,Australia
YJN,St Jean,Canada
SJF,St John Island,U.S. Virgin Islands
XLM,St Lambert Railway,Canada
OPL,St Landry Parish,United States
YSL,St Leonard,Canada
XLS,St Louis,Senegal
ZSV,St Louis Railway Station,United States
FPR,St Lucie County,United States
ZKF,St Margrethen Railway Station,Switzerland
ISC,St Marys,United Kingdom
STQ,St Marys,United States
XSM,St Marys,United States
LTW,St Marys County,United States
XIO,St Marys Railway Station,Canada
YDO,St Methode,Canada
ZKH,St Moritz Railway Station,Switzerland
QQS,St Pancras International RailSt,United Kingdom
ZSP,St Paul,Canada
SVM,St Pauls,Australia
PSH,St Peter,Germany
ZLK,St Petersburg Moskovsky Railway Station,Russia
ZSE,St Pierre dela Reunion,Réunion
QXK,St-Genis Bus Station,France
OYP,St-Georges de lOyapock,French Guiana
LDX,St-Laurent du Maroni,French Guiana
XSH,St-Pierre-Corps RailSt,France
UST,St. Augustine Airport,United States
SBH,St. Barthelemy Airport,Guadeloupe
STG,St. George Island Airport,United States
YHU,St. Hubert Airport,Canada
YYT,St. John's International Airport,Canada
SJN,St. Johns Industrial Air Park,United States
CPS,St. Louis Downtown Airport,United States
SMK,St. Michael Airport,United States
STP,St. Paul Downtown Airport,United States
PIE,St. Petersburg-Clearwater International Airport,United States
XVB,Stafford Railway Station,United Kingdom
ISO,Stallings Field,United States
ZTF,Stamford Railway Station,United States
TYM,Staniel Cay,Bahamas
STN,Stansted Airport,United Kingdom
SNH,Stanthorpe,Australia
SZR,Stara Zagora,Bulgaria
BDY,State,United States
CHZ,State,United States
ESW,State,United States
GOL,State,United States
HES,State,United States
NPT,State,United States
SCB,State,United States
VSF,State,United States
TBR,Statesboro-Bulloch County Airport,United States
SVH,Statesville Municipal,United States
STA,Stauning Vestjyllands Airport,Denmark
SVG,Stavanger Airport Sola,Norway
ZWC,Stavanger Railway Station,Norway
STW,Stavropol Airport,Russia
SWC,Stawell,Australia
YST,Ste Therese Point,Canada
SBS,Steamboat Springs,United States
WBB,Stebbins Airport,United States
JSL,Steel Pier Heliport,United States
ZKL,Steenkool,Indonesia
OFK,Stefan Field,United States
XKJ,Steinkjer Railway Station,Norway
SLJ,Stellar Air Park,Australia
ZSN,Stendal Railway Station,Germany
STF,Stephen Island,Australia
BKD,Stephens County,United States
YJT,Stephenville,Canada
XVJ,Stevenage Railway Station,United Kingdom
PGO,Stevens Field,United States
STE,Stevens Point,United States
SVS,Stevens Village,United States
ZST,Stewart,Canada
SWF,Stewart International Airport,United States
SZS,Stewart Island,New Zealand
SSF,Stinson Municipalcipal,United States
XWB,Stirling Railway Station,United Kingdom
XUU,Stjordal Railway Station,Norway
SMP,Stockholm,Papua New Guinea
ARN,Stockholm Arlanda Airport,Sweden
XEV,Stockholm C Rail Station,Sweden
STO,Stockholm Metropolitan Area,Sweden
NYO,Stockholm Skavsta Airport,Sweden
XVA,Stockport Railway Station,United Kingdom
SCK,Stockton Airport,United States
SMZ,Stoelmans Eiland,Suriname
XWH,Stoke-on-Trent Railway Station,United Kingdom
SSJ,Stokka Airport,Norway
SKN,Stokmarknes Skagen Airport,Norway
VRY,Stolport (Not operational),Norway
VLO,Stolport,United States
RET,Stolport Airport,Norway
YSF,Stony Rapids,Canada
SRV,Stony River,United States
SRP,Stord Airport,Norway
XUV,Storekvina Railway,Norway
XUW,Storen Railway,Norway
SLB,Storm Lake Municipal Airport,United States
SYY,Stornoway Airport,United Kingdom
SRN,Strahan,Australia
ZSX,Stralsund Railway Station,Germany
XFH,Strangnas Railway Station,Sweden
SXB,Strasbourg Airport,France
XER,Strasbourg Bus Service,France
XWG,Strasbourg Railway Station,France
XOF,Stratford International Rail Station,United Kingdom
XFD,Stratford Railway Station,Canada
STH,Strathmore,Australia
XTY,Strathroy Railway Station,Canada
KBY,Streaky Bay,Australia
SWT,Strezhevoy Airport,Russia
ZJX,Stromboli Harbour,Italy
SOY,Stronsay Airport,United Kingdom
SUD,Stroud,United States
QWQ,Struer Bus Station,Denmark
SSW,Stuart Island,United States
YRR,Stuart Island,Canada
TNX,Stung Treng,Cambodia
YTC,Sturdee Valley Airport,Canada
SSK,Sturt Creek,Australia
ZTV,Sturtevant Railway Station,United States
STR,Stuttgart Airport,Germany
ZWS,Stuttgart Hauptbahnhof,Germany
SGT,Stuttgart Municipalcipal,United States
SYK,Stykkisholmur,Iceland
SBE,Suabi,Papua New Guinea
UAI,Suai,East Timor
SXN,Suapan,Botswana
VAO,Suavanao Airstrip,Solomon Islands
SFS,Subic Bay International,Philippines
SCV,Suceava Airport,Romania
SUQ,Sucua,Ecuador
FSC,Sud Corse Airport,France
YSB,Sudbury Airport,Canada
XDY,Sudbury Jct Railway,Canada
YSD,Suffield,Canada
FOK,Suffolk County,United States
SGR,Sugar Land Regional,United States
RAQ,Sugimanuru,Indonesia
ZSO,Suhl Railway Station,Germany
SUL,Sui,Pakistan
SWM,Suia-Missu,Brazil
HSF,Suifenhe Dongning Airport,China
THS,Sukhothai Airport,Thailand
SKC,Suki,Papua New Guinea
SKZ,Sukkur Airport,Pakistan
SCD,Sulaco,Honduras
ISU,Sulaimaniyah International Airport,Iraq
SLF,Sulayel,Saudi Arabia
ULE,Sule,Papua New Guinea
YTG,Sullivan Bay,Canada
MSV,Sullivan County International,United States
SLR,Sulphur Springs,United States
QYQ,Sulsted Bus Station,Denmark
SZB,Sultan Abdul Aziz Shah Airport,Malaysia
AOR,Sultan Abdul Halim Airport,Malaysia
BPN,Sultan Aji Muhamad Sulaiman Airport,Indonesia
KUA,Sultan Haji Ahmad Shah Airport,Malaysia
UPG,Sultan Hasanuddin International Airport,Indonesia
BTJ,Sultan Iskandar Muda International Airport,Indonesia
KBR,Sultan Ismail Petra Airport,Malaysia
TGG,Sultan Mahmud Airport,Malaysia
PLM,Sultan Mahmud Badaruddin II Airport,Indonesia
SWQ,Sultan Muhammad Kaharuddin III Airport,Indonesia
BMU,Sultan Muhammad Salahuddin Airport,Indonesia
PKU,Sultan Syarif Kasim II International Airport,Indonesia
DJB,Sultan Thaha Airport,Indonesia
RWS,Sumare,Brazil
SUT,Sumbawanga,Tanzania
NDD,Sumbe,Angola
LSI,Sumburgh Airport,United Kingdom
SUR,Summer Beaver,Canada
YSU,Summerside,Canada
UMM,Summit,United States
IUM,Summit Lake,Canada
AHM,Sumner Parker Field,United States
SUM,Sumter Municipal Airport,United States
UMY,Sumy,Ukraine
SMT,Sun Moon Lake,Taiwan
SUO,Sun River,United States
WUX,Sunan Shuofang International Airport,China
NCJ,Sunchales,Argentina
XXZ,Sundsvall C Rail Station,Sweden
SDL,Sundsvall-Timra Airport,Sweden
SEQ,Sungai Pakning,Indonesia
GTK,Sungei Tekai,Malaysia
MCY,Sunshine Coast Airport,Australia
SUY,Suntar,Russia
NYI,Sunyani,Ghana
PNK,Supadio International Airport,Indonesia
SUH,Sur,Oman
STV,Surat Gujarat Airport,India
URT,Surat Thani Airport,Thailand
WIK,Surfdale,New Zealand
SFP,Surfers Paradise,Australia
SGC,Surgut Airport,Russia
SUZ,Suria,Papua New Guinea
SUG,Surigao Airport,Philippines
PXR,Surin,Thailand
SKH,Surkhet,Nepal
ZKU,Sursee Railway Station,Switzerland
SVE,Susanville,United States
GED,Sussex County,United States
BKK,Suvarnabhumi Airport,Thailand
SWU,Suwon,South Korea
SZV,Suzhou,China
LYR,Svalbard Airport,Svalbard and Jan Mayen
EVG,Sveg Airport,Sweden
QXV,Svendborg Railway Station,Denmark
ETL,Svetlaya Airport,Russia
SWP,Swakopmund,Namibia
ZSZ,Swakopmund Railway Station,Namibia
RPR,Swami Vivekananda Airport,India
SWH,Swan Hill,Australia
ZJN,Swan River,Canada
SWS,Swansea Airport,United Kingdom
SWW,Sweetwater,United States
YYN,Swift Current,Canada
XWS,Swindon Railway Station,United Kingdom
BDJ,Syamsudin Noor International Airport,Indonesia
SYH,Syangboche,Nepal
SYD,Sydney (Kingsford Smith) Airport,Australia
YQY,Sydney Airport,Canada
BWU,Sydney Bankstown,Australia
XYS,Sydney Ferry Port,Australia
SCW,Syktyvkar Airport,Russia
SYV,Sylvester,United States
ZYQ,Syracuse Railway,United States
JSY,Syros Island Airport,Greece
ZFX,Szczecin Bus Station,Poland
QZD,Szeged,Hungary
SOB,Sármellék/Balaton,Hungary
SQM,São Miguel de Aragao,Brazil
JHF,São Paulo Catarina Executive Airport,Brazil
NSR,São Raimundo Nonato Airport,Brazil
TCP,Taba International,Egypt
TBV,Tabal,Marshall Islands
TBJ,Tabarka,Tunisia
TCX,Tabas,Iran
TBT,Tabatinga International Airport,Brazil
TBA,Tabibuga,Papua New Guinea
TBF,Tabiteuea North,Kiribati
TSU,Tabiteuea South,Kiribati
TBL,Tableland,Australia
TTM,Tablon De Tamara,Colombia
TBO,Tabora Airport,Tanzania
TXU,Tabou,Ivory Coast
TBZ,Tabriz Airport,Iran
TNV,Tabuaeran,Kiribati
TBG,Tabubil Airport,Papua New Guinea
TUU,Tabuk Regional Airport,Saudi Arabia
TCG,Tacheng,China
THL,Tachilek Airport,Myanmar
TCQ,Tacna Airport,Peru
TAW,Tacuarembo,Uruguay
TAJ,Tadji,Papua New Guinea
TDJ,Tadjoura,Djibouti
XTL,Tadoule Lake,Canada
TAF,Tafaraoui,Algeria
TFT,Taftan,Pakistan
TGK,Taganrog,Russia
TGB,Tagbita,Philippines
TGL,Tagula,Papua New Guinea
THH,Taharoa,New Zealand
PPT,Tahiti Faa'a Airport,French Polynesia
HNE,Tahneta Pass,United States
THZ,Tahoua,Niger
ZTS,Tahsis,Canada
TXG,Taichung,Taiwan
RMQ,Taichung International Airport,Taiwan
TIF,Taif Airport,Saudi Arabia
TNN,Tainan Airport,Taiwan
YFT,Taipa Ferry Port,Macau
TSA,Taipei Songshan Airport,Taiwan
TPG,Taiping,Malaysia
TSC,Taisha,Ecuador
THJ,Taishan Bus Station,China
TTT,Taitung Airport,Taiwan
TPE,Taiwan Taoyuan International Airport,Taiwan
TYN,Taiyuan Wusu International Airport,China
TYC,Taiyuan Yaocheng Airport,China
TJH,Tajima,Japan
TKT,Tak,Thailand
KTF,Takaka,New Zealand
TAK,Takamatsu Airport,Japan
TKP,Takapoto,French Polynesia
TKX,Takaroa,French Polynesia
TKD,Takoradi Airport,Ghana
TCT,Takotna,United States
TKL,Taku SPB,United States
TJN,Takume,French Polynesia
ARH,Talagi Airport,Russia
TLK,Talakan,Russia
TLW,Talasea,Papua New Guinea
TLX,Talca,Chile
TDK,Taldy-Kurgan,Kazakhstan
BDN,Talhar,Pakistan
TAX,Taliabu,Indonesia
TKA,Talkeetna,United States
ASN,Talladega,United States
TLH,Tallahassee International Airport,United States
GAT,Tallard,France
TLL,Tallinn Airport,Estonia
LSO,Talmont,France
YYH,Taloyoak,Canada
TTC,Taltal,Chile
GSL,Taltheilei Narrows,Canada
TQN,Taluqan,Afghanistan
TML,Tamale Airport,Ghana
SXT,Taman Negara,Malaysia
TMN,Tamana Island,Kiribati
TNO,Tamarindo,Costa Rica
TMM,Tamatave,Madagascar
TUD,Tambacounda,Senegal
TMQ,Tambao,Burkina Faso
TBX,Tambelan Airport,Indonesia
WTA,Tambohorano,Madagascar
TMC,Tambolaka Airport,Indonesia
TMU,Tambor Airport,Costa Rica
TBW,Tambov Donskoye Airport,Russia
THT,Tamchakett,Mauritania
TMB,Tamiami,United States
TMK,Tamky,Vietnam
TPA,Tampa International Airport,United States
MJU,Tampa Padang Airport,Indonesia
XTP,Tampere Bus Station,Finland
TMP,Tampere-Pirkkala Airport,Finland
TAM,Tampico International Airport,Mexico
TSL,Tamuin,Mexico
TMW,Tamworth Airport,Australia
SGN,Tan Son Nhat International Airport,Vietnam
TTA,Tan Tan Airport,Morocco
TTR,Tana Toraja,Indonesia
TNB,Tanah Grogot,Indonesia
TMH,Tanahmerah,Indonesia
TPO,Tanalian Point,United States
TDV,Tanandava,Madagascar
TXR,Tanbar,Australia
CNF,Tancredo Neves International Airport,Brazil
GPB,Tancredo Thomaz Faria,Brazil
TDT,Tanda Tula,South Africa
TDG,Tandag,Philippines
TDL,Tandil,Argentina
TNE,Tanegashima,Japan
TGT,Tanga Airport,Tanzania
TAN,Tangalooma,Australia
TGQ,Tangara da Serra,Brazil
TNG,Tangier Ibn Battouta Airport,Morocco
TVS,Tangshan Sannuhe Airport,China
OJU,Tanjung Api Airport,Indonesia
TJB,Tanjung Balai,Indonesia
TGC,Tanjung Manis Airport,Malaysia
ZJT,Tanjung Pelepas Port,Malaysia
TSX,Tanjung Santan,Indonesia
TJS,Tanjung Selor,Indonesia
TJG,Tanjung Warukin,Indonesia
TAH,Tanna Airport,Vanuatu
TFC,Taormina Harbour,Italy
TSM,Taos,United States
TAP,Tapachula International Airport,Mexico
TPK,Tapaktuan,Indonesia
TPT,Tapeta,Liberia
TPI,Tapini,Papua New Guinea
TPJ,Taplejung Suketar,Nepal
IRZ,Tapuruquara,Brazil
XTR,Tara,Australia
TBQ,Tarabo,Papua New Guinea
TRJ,Tarakbits,Papua New Guinea
TRA,Tarama,Japan
TCD,Tarapaca,Colombia
TAA,Tarapaina,Solomon Islands
TPC,Tarapoa,Ecuador
TRQ,Tarauaca,Brazil
TLB,Tarbela,Pakistan
LDE,Tarbes Ossun Lourdes Airport,France
TAQ,Tarcoola,Australia
TRO,Taree Airport,Australia
TGV,Targovishte,Bulgaria
TIZ,Tari Airport,Papua New Guinea
TQL,Tarko-Sale,Russia
XTO,Taroom,Australia
QGN,Tarragona/Camp Rail Station,Spain
TTG,Tartagal,Argentina
TAY,Tartu Airport,Estonia
XFO,Taschereau Railway Station,Canada
HQL,Tashkurgan Airport,China
AGM,Tasiilaq,Greenland
TSY,Tasikmalaya,Indonesia
YTQ,Tasiujuaq Airport,Canada
TSK,Taskul,Papua New Guinea
YTU,Tasu,Canada
TKV,Tatakoto,French Polynesia
TLJ,Tatalina AFS,United States
TEK,Tatitlek,United States
TAV,Tau Island Airport,American Samoa
TUO,Taupo Airport,New Zealand
TAU,Tauramena,Colombia
TRG,Tauranga City Airport,New Zealand
TUT,Tauta,Papua New Guinea
TWY,Tawa,Papua New Guinea
TWU,Tawau Airport,Malaysia
TWT,Tawitawi,Philippines
TWE,Taylor,United States
TYZ,Taylor,United States
OCF,Taylor Field,United States
TBS,Tbilisi International Airport,Georgia
TCH,Tchibanga,Gabon
THC,Tchien,Liberia
ANC,Ted Stevens Anchorage International Airport,United States
TFF,Tefe Airport,Brazil
TXL,Tegel Airport,Germany
TCN,Tehuacan,Mexico
TXF,Teixeira de Freitas Airport,Brazil
TKB,Tekadu,Papua New Guinea
TKW,Tekin,Papua New Guinea
TEA,Tela,Honduras
TFM,Telefomin,Papua New Guinea
YTX,Telegraph Creek,Canada
YBQ,Telegraph Harbour,Canada
TEC,Telemaco Borba,Brazil
MQW,Telfair-Wheeler,United States
TEF,Telfer Airport,Australia
TLF,Telida,United States
TLA,Teller Airport,United States
ZTL,Telluride Bus Station,United States
TEX,Telluride Regional,United States
TEL,Telupid,Malaysia
MOZ,Temae Airport,French Polynesia
TXM,Teminabuan,Indonesia
SRI,Temindung Airport,Indonesia
TEM,Temora,Australia
ZCO,Temuco Airport,Chile
PZS,Temuco Maquehue Airport,Chile
GXQ,Ten. Vidal,Chile
TKE,Tenakee SPB,United States
TFN,Tenerife North Airport,Spain
TFS,Tenerife South Airport,Spain
TGA,Tengah Air Base,Singapore
TCZ,Tengchong Tuofeng Airport,China
PNT,Teniente J. Gallardo,Chile
TDD,Teniente Jorge Henrich Arauz Airport,Bolivia
ENO,Teniente Prim Alarcon,Paraguay
TNM,Teniente R. Marsh Martin,Antarctica
BBA,Teniente Vidal Airport,Chile
TEG,Tenkodogo,Burkina Faso
TCA,Tennant Creek,Australia
TFL,Teofilo Otoni,Brazil
TPQ,Tepic Airport,Mexico
KCB,Tepoe Airstrip,Suriname
TEP,Teptep,Papua New Guinea
TNQ,Teraina,Kiribati
TEO,Terapo,Papua New Guinea
THE,Teresina Airport,Brazil
TMJ,Termez Airport,Uzbekistan
XRJ,Termini Railway.,Italy
NEI,Terney Airport,Russia
TCI,Terney Airport,Russia
TNL,Ternopol,Ukraine
TCY,Terrace Bay,Namibia
YTJ,Terrace Bay,Canada
EIS,Terrance B. Lettsome International Airport,British Virgin Islands
HTB,Terre-de-Bas,Guadeloupe
LSS,Terre-de-Haut,Guadeloupe
HUM,Terrebonne,United States
TRL,Terrell Field,United States
TEV,Teruel Airport,Spain
YZW,Teslin,Canada
TES,Tessenei,Eritrea
XSD,Test Range,United States
TDB,Tetabedi,Papua New Guinea
ZTB,Tete-a-La Baleine,Canada
TEB,Teterboro Airport,United States
TTI,Tetiaroa Island,French Polynesia
TEH,Tetlin,United States
TWN,Tewantin,Australia
TXK,Texarkana Municipal Airport,United States
TEZ,Tezpur Airport,India
TEI,Tezu,India
TCU,Thaba Nchu,South Africa
THB,Thaba-Tseka,Lesotho
THK,Thakhek,Laos
TKR,Thakurgaon,Bangladesh
ZKV,Thalwil Railway Station,Switzerland
